Итерация,Значение
1544,0.5663084
1545,0.5661385
1546,0.5659687
1547,0.5657989
1548,0.5656291
1549,0.56545943
1550,0.5652898
1551,0.5651202
1552,0.5649507
1553,0.56478125
1554,0.5646118
1555,0.5644424
1556,0.56427306
1557,0.5641038
1558,0.56393456
1559,0.5637654
1560,0.5635963
1561,0.5634272
1562,0.5632582
1563,0.5630892
1564,0.5629203
1565,0.5627514
1566,0.5625826
1567,0.5624139
1568,0.56224513
1569,0.56207645
1570,0.5619078
1571,0.56173927
1572,0.56157076
1573,0.5614023
1574,0.5612339
1575,0.5610655
1576,0.5608972
1577,0.5607289
1578,0.5605607
1579,0.56039256
1580,0.5602245
1581,0.5600564
1582,0.55988836
1583,0.5597204
1584,0.5595525
1585,0.55938464
1586,0.55921686
1587,0.55904907
1588,0.55888134
1589,0.5587137
1590,0.55854607
1591,0.5583785
1592,0.558211
1593,0.5580436
1594,0.55787617
1595,0.5577088
1596,0.5575415
1597,0.55737424
1598,0.55720705
1599,0.5570399
1600,0.5568728
1601,0.5567057
1602,0.5565387
1603,0.55637175
1604,0.55620486
1605,0.556038
1606,0.5558712
1607,0.5557044
1608,0.5555377
1609,0.55537105
1610,0.55520445
1611,0.5550379
1612,0.5548714
1613,0.5547049
1614,0.5545385
1615,0.55437213
1616,0.55420583
1617,0.5540396
1618,0.5538734
1619,0.55370724
1620,0.5535411
1621,0.55337507
1622,0.55320907
1623,0.5530431
1624,0.55287725
1625,0.55271137
1626,0.55254555
1627,0.5523798
1628,0.5522141
1629,0.55204844
1630,0.55188286
1631,0.5517173
1632,0.55155176
1633,0.5513863
1634,0.5512209
1635,0.55105555
1636,0.55089027
1637,0.550725
1638,0.55055976
1639,0.5503946
1640,0.5502295
1641,0.55006444
1642,0.54989946
1643,0.5497345
1644,0.54956955
1645,0.5494047
1646,0.5492399
1647,0.5490751
1648,0.54891044
1649,0.54874575
1650,0.5485811
1651,0.54841655
1652,0.54825205
1653,0.5480876
1654,0.54792315
1655,0.54775876
1656,0.5475944
1657,0.54743016
1658,0.54726595
1659,0.5471018
1660,0.54693764
1661,0.54677355
1662,0.5466095
1663,0.54644555
1664,0.54628164
1665,0.5461178
1666,0.5459539
1667,0.54579014
1668,0.5456264
1669,0.5454627
