Итерация,Значение
1832,244.32784
1833,244.32776
1834,244.32925
1835,244.33057
1836,244.32771
1837,244.3211
1838,244.32217
1839,244.31871
1840,244.32039
1841,244.31999
1842,244.32097
1843,244.32375
1844,244.32336
1845,244.3241
1846,244.31978
1847,244.32037
1848,244.32083
1849,244.3237
1850,244.32646
1851,244.3243
1852,244.32509
1853,244.327
1854,244.32753
1855,244.32962
1856,244.32816
1857,244.32344
1858,244.32527
1859,244.32597
1860,244.32498
1861,244.32771
1862,244.32814
1863,244.32817
1864,244.32962
1865,244.33362
1866,244.3337
1867,244.33334
1868,244.33447
